44387,0.060,-0.062,1.090,-1.098,5.000,6.220,28.230
44393,0.057,-0.063,1.103,-1.555,3.841,5.488,28.239
44399,0.052,-0.070,1.103,-1.494,2.317,4.817,28.236
44405,0.058,-0.080,1.099,-1.128,1.189,4.085,28.239
44411,0.065,-0.088,1.088,-0.762,0.305,3.018,28.236
44417,0.066,-0.093,1.077,-0.457,0.152,1.890,28.230
44423,0.072,-0.089,1.052,0.152,0.976,0.823,28.218
44429,0.081,-0.077,1.034,0.884,2.439,0.152,28.239
44435,0.082,-0.070,1.021,2.134,3.902,-0.061,28.262
44441,0.077,-0.055,1.025,3.720,5.732,0.396,28.230
44447,0.072,-0.028,1.039,5.122,7.073,1.524,28.280
44453,0.066,-0.018,1.060,6.189,8.506,3.079,28.251
44459,0.060,-0.019,1.080,6.738,9.939,5.091,28.218
44465,0.045,-0.034,1.102,6.616,10.610,6.768,28.242
44471,0.026,-0.050,1.113,6.829,10.000,8.323,28.224
44477,0.007,-0.059,1.128,7.409,7.927,9.116,28.251
44483,-0.009,-0.069,1.134,8.079,4.695,9.116,28.256
44489,-0.010,-0.075,1.130,8.384,1.616,8.293,28.259
44495,-0.011,-0.091,1.133,7.713,-0.671,7.012,28.242
44501,-0.011,-0.092,1.126,6.829,-3.110,5.854,28.245
44507,-0.020,-0.084,1.104,6.677,-5.884,4.817,28.259
44513,-0.013,-0.081,1.086,6.341,-7.957,3.780,28.221
44519,0.006,-0.069,1.061,5.823,-9.939,2.957,28.254
44525,0.020,-0.064,1.039,5.061,-11.098,2.591,28.245
44531,0.029,-0.069,1.010,4.238,-10.762,2.378,28.242
44537,0.045,-0.073,1.001,4.329,-9.299,2.744,28.204
44543,0.054,-0.083,1.000,5.518,-7.530,3.384,28.245
44549,0.048,-0.090,0.997,6.738,-6.037,3.902,28.236
44555,0.038,-0.094,0.997,8.171,-4.665,4.482,28.239
44561,0.034,-0.078,1.006,9.573,-3.567,5.396,28.236
44567,0.020,-0.067,1.026,10.610,-3.384,6.555,28.230
44572,0.014,-0.057,1.050,10.610,-4.512,7.256,28.230
44578,0.014,-0.048,1.044,9.390,-6.463,7.073,28.212
44584,0.023,-0.048,1.036,7.134,-8.140,6.768,28.233
44590,0.033,-0.053,1.021,4.329,-8.598,6.372,28.212
44596,0.041,-0.064,1.008,1.890,-8.598,5.671,28.230
44602,0.047,-0.070,0.984,0.274,-8.262,4.726,28.248
44608,0.062,-0.078,0.982,-1.006,-7.561,4.085,28.236
44614,0.071,-0.084,0.966,-1.372,-6.128,3.476,28.224
44620,0.065,-0.094,0.969,-1.311,-4.573,3.780,28.248
44626,0.064,-0.085,0.985,0.183,-3.598,4.787,28.227
44632,0.053,-0.074,1.012,1.768,-2.805,6.159,28.230
44638,0.042,-0.088,1.048,2.652,-2.957,6.921,28.215
44644,0.047,-0.085,1.043,2.591,-4.116,6.921,28.256
44650,0.052,-0.088,1.053,2.713,-4.787,7.043,28.236
44656,0.058,-0.088,1.054,3.476,-4.451,7.470,28.283
44662,0.058,-0.110,1.063,3.567,-4.299,7.500,28.239
44668,0.052,-0.132,1.055,3.201,-4.817,6.494,28.218
44674,0.055,-0.148,1.041,2.805,-5.122,4.482,28.236
44680,0.065,-0.146,1.031,2.744,-4.756,1.982,28.239
44686,0.071,-0.143,1.004,2.744,-4.451,-0.244,28.215
44692,0.079,-0.137,0.990,2.835,-3.567,-2.256,28.209
44698,0.083,-0.134,0.969,2.896,-2.226,-4.238,28.218
44704,0.088,-0.124,0.964,3.354,-0.122,-5.518,28.227
44710,0.086,-0.096,0.967,4.299,2.378,-5.427,28.245
44716,0.071,-0.070,0.971,5.884,4.299,-4.177,28.254
44722,0.059,-0.050,0.992,6.829,5.427,-2.439,28.230
44728,0.051,-0.037,1.007,6.799,6.159,-0.518,28.248
44734,0.040,-0.031,1.022,6.006,5.762,1.098,28.256
44740,0.021,-0.027,1.028,4.817,4.329,2.561,28.265
44746,0.022,-0.022,1.032,3.293,2.378,3.323,28.256
44752,0.024,-0.029,1.041,1.189,0.793,3.689,28.221
44758,0.038,-0.042,1.040,-1.463,-0.884,3.659,28.248
44764,0.036,-0.070,1.048,-3.567,-1.220,2.927,28.230
44769,0.036,-0.094,1.044,-5.305,-1.646,1.738,28.239
44775,0.044,-0.104,1.039,-6.280,-1.951,0.488,28.254
44781,0.052,-0.103,1.029,-5.945,-2.409,-0.610,28.221
44786,0.052,-0.095,1.020,-5.122,-2.378,-1.067,28.218
44792,0.066,-0.086,1.031,-4.024,-1.890,-1.159,28.221
44798,0.070,-0.086,1.031,-2.317,-1.220,-0.244,28.254
44804,0.055,-0.074,1.052,-0.732,-1.402,1.128,28.227
44810,0.044,-0.064,1.049,0.457,-3.049,2.195,28.233
44816,0.041,-0.057,1.057,0.915,-4.726,2.744,28.236
44822,0.048,-0.040,1.065,0.213,-6.311,3.171,28.218
44828,0.058,-0.031,1.074,-0.793,-7.378,3.902,28.233
44834,0.060,-0.047,1.082,-1.890,-8.232,4.848,28.236
44840,0.050,-0.065,1.094,-3.384,-9.116,4.970,28.236
44846,0.056,-0.078,1.094,-5.030,-10.732,4.238,28.236
44852,0.064,-0.093,1.059,-6.006,-12.348,3.171,28.251
44858,0.085,-0.103,1.057,-6.098,-12.073,2.012,28.262
44864,0.099,-0.110,1.042,-5.976,-11.341,1.067,28.277
44870,0.099,-0.107,1.039,-5.183,-10.244,0.549,28.245
44876,0.094,-0.105,1.039,-3.384,-9.055,0.732,28.274
44882,0.097,-0.103,1.038,-1.128,-7.866,1.220,28.265
44888,0.083,-0.093,1.046,1.616,-6.982,2.622,28.248
44894,0.069,-0.091,1.063,4.177,-6.921,3.750,28.256
44900,0.056,-0.081,1.077,5.732,-7.591,3.994,28.283
44906,0.057,-0.078,1.070,6.280,-8.476,3.750,28.251
44912,0.061,-0.065,1.061,5.823,-9.177,2.896,28.251
44918,0.073,-0.056,1.050,4.268,-10.213,1.707,28.254
44924,0.065,-0.065,1.048,2.104,-11.341,-0.305,28.256
44930,0.069,-0.062,1.051,-0.793,-11.494,-2.774,28.248
44936,0.077,-0.079,1.025,-3.018,-11.311,-5.427,28.254
44942,0.095,-0.078,1.010,-3.384,-9.695,-7.043,28.265
44948,0.109,-0.070,1.008,-2.134,-7.378,-7.012,28.221
44954,0.098,-0.074,1.013,-0.518,-4.909,-6.037,28.245
44960,0.085,-0.074,1.026,0.976,-2.744,-4.878,28.233
44966,0.076,-0.069,1.035,2.927,-0.915,-3.476,28.236
44972,0.071,-0.057,1.046,5.152,0.549,-1.768,28.259
44978,0.053,-0.056,1.057,6.799,0.762,-0.366,28.227
44984,0.035,-0.054,1.068,7.896,-0.183,0.183,28.251
44990,0.051,-0.044,1.067,8.384,0.305,0.274,28.209
44996,0.065,-0.045,1.064,8.537,2.195,2.470,28.265
45002,0.048,-0.054,1.069,8.933,3.872,4.238,28.233
45008,0.025,-0.059,1.060,9.848,3.384,4.512,28.251
45014,0.028,-0.066,1.053,9.939,2.530,3.232,28.265
45020,0.042,-0.058,1.056,8.750,1.677,1.951,28.233
45026,0.054,-0.056,1.044,6.463,1.037,1.372,28.259
45032,0.051,-0.049,1.036,4.299,0.488,1.220,28.262
45038,0.056,-0.051,1.042,4.116,0.640,1.555,28.256
45044,0.048,-0.052,1.058,4.085,-0.793,2.530,28.233
45050,0.054,-0.049,1.061,5.000,-2.500,3.933,28.239
45056,0.040,-0.058,1.068,5.823,-3.841,5.030,28.239
45062,0.054,-0.062,1.065,5.396,-4.787,5.091,28.242
45068,0.061,-0.068,1.062,4.604,-5.671,5.396,28.256
45074,0.064,-0.081,1.042,4.299,-6.311,5.244,28.230
45080,0.062,-0.079,1.040,4.512,-6.799,4.451,28.274
45086,0.063,-0.078,1.033,4.329,-7.470,3.201,28.309
45092,0.074,-0.071,1.020,3.384,-7.500,2.348,28.265
45098,0.089,-0.054,1.015,3.049,-6.159,2.073,28.280
45104,0.102,-0.039,1.007,2.683,-4.573,2.805,28.259
45110,0.105,-0.038,1.000,2.561,-3.384,3.994,28.248
45116,0.112,-0.036,1.002,3.262,-2.043,5.244,28.233
45122,0.111,-0.045,1.002,4.390,-0.152,6.890,28.256
45128,0.099,-0.062,1.006,5.152,1.433,7.652,28.227
45134,0.089,-0.070,1.010,5.457,2.622,7.683,28.271
45140,0.085,-0.078,1.024,5.091,3.262,6.921,28.233
45146,0.077,-0.084,1.036,4.146,3.201,5.884,28.236
45152,0.061,-0.092,1.038,3.079,2.348,4.207,28.239
45158,0.053,-0.090,1.044,1.890,0.915,2.409,28.245
45164,0.060,-0.083,1.050,0.671,-1.433,0.823,28.221
45170,0.053,-0.062,1.049,-0.732,-3.963,-0.488,28.256
45176,0.072,-0.044,1.032,-2.378,-6.250,-0.945,28.271
45182,0.079,-0.039,1.031,-4.177,-7.012,-0.671,28.242
45188,0.084,-0.038,1.020,-5.274,-7.012,0.457,28.271
45194,0.098,-0.032,1.021,-5.579,-6.585,1.646,28.242
45200,0.109,-0.059,0.987,-4.329,-4.665,3.384,28.259
45206,0.105,-0.064,0.987,-0.335,-1.768,5.610,28.254
45212,0.083,-0.076,0.992,4.238,-0.793,6.799,28.233
45218,0.088,-0.084,1.004,6.402,0.244,6.189,28.251
45224,0.099,-0.073,1.010,6.067,1.280,5.732,28.262
45230,0.094,-0.073,1.002,4.695,2.378,4.970,28.256
45236,0.086,-0.069,1.004,3.902,2.957,3.872,28.259
45242,0.085,-0.068,1.018,3.598,2.896,2.957,28.286
45248,0.082,-0.063,1.038,3.323,2.287,2.591,28.259
45254,0.082,-0.050,1.054,2.896,1.951,2.713,28.251
45260,0.079,-0.049,1.062,2.348,1.433,3.018,28.259
45266,0.074,-0.054,1.063,1.189,0.000,3.506,28.215
45272,0.079,-0.068,1.052,0.335,-0.915,3.720,28.256
45278,0.084,-0.066,1.052,0.549,-1.189,4.177,28.230
45284,0.081,-0.063,1.048,1.402,-1.555,4.878,28.289
45290,0.078,-0.075,1.062,2.226,-1.372,5.213,28.259
45296,0.083,-0.091,1.053,2.530,-1.189,5.030,28.256
45302,0.091,-0.092,1.059,3.140,-0.396,4.756,28.256
45308,0.087,-0.098,1.047,3.689,0.366,4.299,28.277
45314,0.082,-0.109,1.044,3.841,0.579,3.049,28.256
45320,0.076,-0.105,1.040,4.024,0.427,1.159,28.248
45326,0.080,-0.101,1.033,3.902,0.457,-0.915,28.248
45332,0.088,-0.094,1.019,3.445,1.220,-2.622,28.256
45338,0.085,-0.074,1.009,3.384,1.921,-3.262,28.230
45344,0.078,-0.046,1.019,3.780,2.348,-2.835,28.259
45350,0.069,-0.029,1.020,4.146,2.195,-1.890,28.239
45356,0.072,-0.013,1.028,4.207,2.287,-0.610,28.251
45362,0.069,-0.007,1.030,3.323,2.439,0.762,28.248
45368,0.066,-0.010,1.025,2.134,2.348,1.951,28.254
45374,0.070,-0.018,1.027,1.128,2.348,2.409,28.230
45380,0.066,-0.031,1.018,0.945,2.591,3.567,28.248
45386,0.056,-0.045,1.045,1.951,1.341,4.299,28.274
45392,0.055,-0.071,1.051,1.220,0.640,3.323,28.248
45398,0.056,-0.079,1.056,-0.213,0.732,1.494,28.248
45404,0.056,-0.079,1.053,-0.976,0.579,0.366,28.268
45410,0.074,-0.073,1.050,-1.250,0.305,-0.701,28.218
45416,0.063,-0.088,1.028,-1.189,0.701,-1.921,28.236
45422,0.066,-0.074,1.038,-0.335,0.640,-2.927,28.245
45428,0.073,-0.060,1.042,0.732,0.732,-3.079,28.239
45434,0.070,-0.046,1.047,1.860,1.250,-2.256,28.268
45440,0.068,-0.029,1.041,3.415,2.256,-1.098,28.262
45446,0.066,-0.012,1.054,4.329,3.018,0.640,28.251
45452,0.063,-0.005,1.052,4.848,2.348,2.591,28.239
45458,0.042,-0.001,1.073,5.030,1.768,4.360,28.248
45464,0.037,-0.005,1.079,4.268,1.006,5.427,28.256
45470,0.038,-0.011,1.079,2.774,-0.335,5.518,28.245
45476,0.040,-0.024,1.072,1.311,-1.707,5.091,28.242
45482,0.045,-0.042,1.071,-0.030,-2.988,4.116,28.230
45488,0.055,-0.056,1.040,-1.311,-4.573,2.622,28.233
45493,0.072,-0.068,1.038,-2.104,-4.390,1.128,28.221
45499,0.088,-0.069,1.019,-2.134,-3.323,0.183,28.248
45505,0.100,-0.069,1.007,-1.463,-1.494,-0.183,28.239
45511,0.105,-0.068,0.993,-0.030,1.098,0.030,28.227
45517,0.099,-0.063,0.999,2.835,4.512,1.646,28.242
45523,0.087,-0.043,1.018,6.616,6.463,3.171,28.292
45529,0.078,-0.020,1.077,8.445,7.896,5.518,28.230
45535,0.062,-0.033,1.084,6.311,7.561,7.012,28.259
45541,0.047,-0.023,1.068,4.268,6.860,7.043,28.248
45547,0.035,-0.027,1.079,3.628,6.037,6.524,28.212
45553,0.039,-0.055,1.088,3.415,4.268,5.549,28.233
45559,0.034,-0.066,1.110,1.921,1.890,4.787,28.259
45565,0.038,-0.067,1.095,0.244,-0.366,3.476,28.233
45571,0.059,-0.070,1.083,0.518,-1.220,3.018,28.254
45577,0.066,-0.075,1.065,1.921,-2.165,3.140,28.239
45583,0.056,-0.089,1.071,2.866,-3.232,2.591,28.271
45589,0.061,-0.083,1.052,2.866,-4.299,1.098,28.195
45595,0.068,-0.075,1.033,2.622,-4.512,0.091,28.236
45601,0.072,-0.062,1.023,2.744,-3.872,0.091,28.233
45607,0.066,-0.044,1.027,3.476,-3.598,0.793,28.256
45613,0.058,-0.033,1.025,3.689,-3.780,1.585,28.224
45619,0.076,-0.029,1.032,3.110,-4.024,2.104,28.256
45625,0.061,-0.036,1.020,0.518,-3.841,4.268,28.268
45631,0.042,-0.044,0.985,1.433,-3.902,3.994,28.227
45637,0.056,-0.027,0.998,4.939,-3.780,4.726,28.254
45643,0.071,-0.032,1.044,6.677,-4.665,6.860,28.230
45649,0.061,-0.043,1.054,4.543,-5.274,8.354,28.239
45655,0.059,-0.042,1.056,1.128,-5.762,8.872,28.256
45661,0.047,-0.054,1.046,-1.524,-7.683,8.750,28.236
45667,0.042,-0.076,1.017,-3.049,-9.878,7.104,28.259
45673,0.052,-0.083,0.993,-3.628,-11.524,4.482,28.248
45679,0.072,-0.073,1.003,-4.329,-12.500,2.561,28.262
45685,0.082,-0.081,0.995,-6.372,-12.226,0.305,28.254
45691,0.082,-0.091,0.990,-8.049,-11.402,-1.372,28.256
45697,0.090,-0.082,0.987,-8.323,-9.970,-1.951,28.242
45703,0.085,-0.067,0.991,-7.561,-8.872,-1.524,28.254
45709,0.077,-0.070,1.000,-7.073,-8.232,-1.098,28.236
45715,0.063,-0.081,0.995,-6.707,-8.110,-1.372,28.248
45721,0.071,-0.062,0.993,-6.189,-7.256,-1.524,28.248
45727,0.076,-0.051,1.010,-5.945,-5.396,-0.549,28.277
45733,0.075,-0.050,1.026,-5.518,-4.817,0.640,28.271
