0.00499725,-0.0107422,-0.0166016,1.00098,-3.78418,-5.31006,-2.2583,3017,2159,-6834,
0.00500107,-0.0107422,-0.0166016,1.00098,-3.78418,-5.31006,-2.2583,3012,2159,-6838,
0.00500107,-0.0161133,-0.0141602,1.01758,-1.2207,-2.80762,-0.732422,3011,2160,-6841,
0.00500107,-0.0161133,-0.0141602,1.01758,-1.2207,-2.80762,-0.732422,3010,2160,-6842,
0.00499725,-0.0161133,-0.0141602,1.01758,-1.2207,-2.80762,-0.732422,3008,2163,-6844,
0.00500107,-0.0161133,-0.0141602,1.01758,-1.2207,-2.80762,-0.732422,3006,2165,-6844,
0.00500107,-0.00585938,-0.0112305,1.02002,0.488281,3.05176,2.01416,3004,2166,-6844,
0.00499725,-0.00585938,-0.0112305,1.02002,0.488281,3.05176,2.01416,3002,2167,-6846,
0.00500107,-0.00585938,-0.0112305,1.02002,0.488281,3.05176,2.01416,3004,2167,-6848,
0.00500107,-0.00585938,-0.0112305,1.02002,0.488281,3.05176,2.01416,3006,2168,-6849,
0.00500107,-0.0244141,-0.00585938,0.995605,4.69971,3.35693,-0.915527,3007,2170,-6851,
0.00499725,-0.0244141,-0.00585938,0.995605,4.69971,3.35693,-0.915527,3007,2169,-6854,
0.00500107,-0.0244141,-0.00585938,0.995605,4.69971,3.35693,-0.915527,3009,2167,-6856,
0.00500107,-0.0244141,-0.00585938,0.995605,4.69971,3.35693,-0.915527,3012,2165,-6856,
0.00499725,-0.0234375,-0.012207,0.98877,1.40381,0,-0.183105,3015,2162,-6855,
0.00500107,-0.0234375,-0.012207,0.98877,1.40381,0,-0.183105,3018,2161,-6854,
0.00500107,-0.0234375,-0.012207,0.98877,1.40381,0,-0.183105,3018,2159,-6851,
0.00500107,-0.0234375,-0.012207,0.98877,1.40381,0,-0.183105,3017,2156,-6854,
0.00499725,0.00585938,-0.00146484,1.01807,-1.28174,0.610352,1.46484,3015,2154,-6858,
0.00500107,0.00585938,-0.00146484,1.01807,-1.28174,0.610352,1.46484,3013,2154,-6862,
0.00500107,0.00585938,-0.00146484,1.01807,-1.28174,0.610352,1.46484,3012,2155,-6870,
0.00500107,0.00585938,-0.00146484,1.01807,-1.28174,0.610352,1.46484,3012,2156,-6875,
0.00499725,-0.0126953,-0.00537109,1.00781,2.44141,2.80762,-0.12207,3013,2158,-6877,
0.00500107,-0.0126953,-0.00537109,1.00781,2.44141,2.80762,-0.12207,3014,2157,-6878,
0.00500107,-0.0126953,-0.00537109,1.00781,2.44141,2.80762,-0.12207,3018,2157,-6875,
0.00499725,-0.0126953,-0.00537109,1.00781,2.44141,2.80762,-0.12207,3020,2157,-6870,
0.00500107,-0.0224609,-0.00390625,0.98877,0,2.44141,0.366211,3021,2158,-6868,
0.00500107,-0.0224609,-0.00390625,0.98877,0,2.44141,0.366211,3025,2158,-6865,
0.00500107,-0.0224609,-0.00390625,0.98877,0,2.44141,0.366211,3027,2158,-6862,
0.00499725,-0.0224609,-0.00390625,0.98877,0,2.44141,0.366211,3030,2157,-6862,
0.00500107,-0.0244141,0.00244141,0.995605,-0.366211,-2.2583,-4.02832,3031,2154,-6863,
0.00500107,-0.0244141,0.00244141,0.995605,-0.366211,-2.2583,-4.02832,3032,2150,-6861,
0.00499725,-0.0244141,0.00244141,0.995605,-0.366211,-2.2583,-4.02832,3029,2149,-6861,
0.00500107,-0.0244141,0.00244141,0.995605,-0.366211,-2.2583,-4.02832,3029,2149,-6857,
0.00500107,-0.0263672,-0.0141602,1.01465,-0.915527,-2.56348,-4.39453,3028,2151,-6855,
0.00500107,-0.0263672,-0.0141602,1.01465,-0.915527,-2.56348,-4.39453,3027,2154,-6857,
0.00499725,-0.0263672,-0.0141602,1.01465,-0.915527,-2.56348,-4.39453,3028,2156,-6857,
0.00500107,-0.0263672,-0.0141602,1.01465,-0.915527,-2.56348,-4.39453,3027,2158,-6858,
0.00500107,-0.00976562,-0.0263672,1.02539,0.366211,4.27246,1.34277,3026,2159,-6855,
0.00499725,-0.00976562,-0.0263672,1.02539,0.366211,4.27246,1.34277,3026,2159,-6853,
0.00500107,-0.00976562,-0.0263672,1.02539,0.366211,4.27246,1.34277,3027,2159,-6852,
0.00500107,-0.00976562,-0.0263672,1.02539,0.366211,4.27246,1.34277,3026,2157,-6849,
0.00500107,-0.0380859,-0.0107422,0.977051,5.67627,6.10352,2.99072,3026,2156,-6849,
0.00499725,-0.0380859,-0.0107422,0.977051,5.67627,6.10352,2.99072,3026,2153,-6850,
0.00500107,-0.0380859,-0.0107422,0.977051,5.67627,6.10352,2.99072,3025,2150,-6849,
0.00500107,-0.0380859,-0.0107422,0.977051,5.67627,6.10352,2.99072,3028,2148,-6847,
0.00500107,-0.0458984,0.00683594,0.954102,-0.183105,-3.05176,-0.976562,3030,2146,-6845,
0.00499725,-0.0458984,0.00683594,0.954102,-0.183105,-3.05176,-0.976562,3032,2146,-6846,
0.00500107,-0.0458984,0.00683594,0.954102,-0.183105,-3.05176,-0.976562,3033,2145,-6845,
0.00500107,-0.0458984,0.00683594,0.954102,-0.183105,-3.05176,-0.976562,3033,2146,-6848,
0.00499725,-0.0126953,-0.000976562,1.00781,-6.95801,-9.8877,-5.43213,3030,2149,-6850,
0.00500107,-0.0126953,-0.000976562,1.00781,-6.95801,-9.8877,-5.43213,3026,2150,-6849,
0.00500107,-0.0126953,-0.000976562,1.00781,-6.95801,-9.8877,-5.43213,3023,2152,-6846,
0.00500107,-0.0126953,-0.000976562,1.00781,-6.95801,-9.8877,-5.43213,3020,2154,-6843,
0.00499725,-0.0126953,-0.0332031,1.03857,-1.09863,-4.21143,-3.41797,3018,2154,-6845,
0.00500107,-0.0126953,-0.0332031,1.03857,-1.09863,-4.21143,-3.41797,3015,2154,-6847,
0.00500107,-0.0126953,-0.0332031,1.03857,-1.09863,-4.21143,-3.41797,3012,2155,-6850,
0.00499725,-0.0126953,-0.0332031,1.03857,-1.09863,-4.21143,-3.41797,3010,2155,-6855,
0.00500107,-0.0166016,-0.0151367,1.01172,4.5166,5.12695,3.90625,3009,2155,-6860,
0.00500107,-0.0166016,-0.0151367,1.01172,4.5166,5.12695,3.90625,3011,2156,-6861,
0.00500107,-0.0166016,-0.0151367,1.01172,4.5166,5.12695,3.90625,3013,2156,-6860,
0.00499725,-0.0166016,-0.0151367,1.01172,4.5166,5.12695,3.90625,3016,2155,-6857,
0.00500107,-0.00732422,0.000488281,0.989746,2.99072,4.82178,1.0376,3017,2153,-6854,
0.00500107,-0.00732422,0.000488281,0.989746,2.99072,4.82178,1.0376,3017,2150,-6853,
0.00499725,-0.00732422,0.000488281,0.989746,2.99072,4.82178,1.0376,3017,2149,-6853,
0.00500107,-0.00732422,0.000488281,0.989746,2.99072,4.82178,1.0376,3016,2148,-6854,
0.00500107,-0.0209961,0.00927734,0.998535,0.244141,1.46484,-4.45557,3015,2149,-6854,
0.00500107,-0.0209961,0.00927734,0.998535,0.244141,1.46484,-4.45557,3014,2150,-6851,
0.00499725,-0.0209961,0.00927734,0.998535,0.244141,1.46484,-4.45557,3014,2149,-6848,
0.00500107,-0.0209961,0.00927734,0.998535,0.244141,1.46484,-4.45557,3016,2150,-6845,
0.00500107,-0.0146484,-0.0283203,1.00244,0.427246,0.488281,-1.70898,3019,2152,-6843,
0.00500107,-0.0146484,-0.0283203,1.00244,0.427246,0.488281,-1.70898,3020,2152,-6841,
0.00499725,-0.0146484,-0.0283203,1.00244,0.427246,0.488281,-1.70898,3022,2151,-6838,
0.00500107,-0.0146484,-0.0283203,1.00244,0.427246,0.488281,-1.70898,3023,2148,-6835,
0.00500107,-0.00537109,-0.0170898,0.990234,2.13623,0.915527,3.479,3023,2145,-6831,
0.00499725,-0.00537109,-0.0170898,0.990234,2.13623,0.915527,3.479,3023,2143,-6831,
0.00500107,-0.00537109,-0.0170898,0.990234,2.13623,0.915527,3.479,3023,2141,-6832,
0.00500107,-0.00537109,-0.0170898,0.990234,2.13623,0.915527,3.479,3020,2141,-6833,
0.00500107,-0.00830078,-0.0078125,0.974609,0.915527,-2.01416,2.31934,3018,2141,-6835,
0.00499725,-0.00830078,-0.0078125,0.974609,0.915527,-2.01416,2.31934,3016,2141,-6837,
0.00500107,-0.00830078,-0.0078125,0.974609,0.915527,-2.01416,2.31934,3014,2142,-6839,
0.00500107,-0.00830078,-0.0078125,0.974609,0.915527,-2.01416,2.31934,3013,2142,-6845,
0.00499725,-0.00732422,0.00537109,1.00195,-5.12695,-3.96729,-2.2583,3011,2141,-6848,
0.00500107,-0.00732422,0.00537109,1.00195,-5.12695,-3.96729,-2.2583,3010,2140,-6849,
0.00500107,-0.00732422,0.00537109,1.00195,-5.12695,-3.96729,-2.2583,3009,2140,-6851,
0.00500107,-0.00732422,0.00537109,1.00195,-5.12695,-3.96729,-2.2583,3008,2139,-6850,
0.00499725,-0.00390625,-0.0239258,1.03369,-1.58691,0.793457,-5.43213,3007,2140,-6850,
